Symbol,현대건설_시가(원),현대건설_종가(원),현대건설_거래량(주),현대건설_PER(IFRS-연결),현대건설_순매수수량(개인)(주),현대건설_순매수수량(기관계)(주),현대건설_순매수수량(외국인계)(주)
2009-05-04,61300.0,62100.0,1839078.0,19.56,-179291,105815,18866
2009-05-06,64400.0,65000.0,3906413.0,20.48,-1558296,902866,598821
2009-05-07,65000.0,65000.0,3802918.0,20.48,-40177,-342088,391451
2009-05-08,67600.0,69100.0,17727212.0,21.77,-1956153,-4406547,6775298
2009-05-11,70000.0,69100.0,1801678.0,21.77,-193094,2402,185958
2009-05-12,67900.0,68100.0,1187179.0,21.45,-324459,255035,59765
2009-05-13,69400.0,70000.0,1530581.0,22.05,-324221,23638,308005
2009-05-14,69000.0,68000.0,1267668.0,21.42,-18052,-164399,256516
2009-05-15,68600.0,69300.0,985516.0,21.83,-190800,186752,-8135
2009-05-18,68400.0,65900.0,1333219.0,20.76,436082,-75962,-362692
2009-05-19,67600.0,68300.0,1352098.0,21.51,-26601,48677,-12964
2009-05-20,68100.0,67500.0,699714.0,21.26,106462,-271108,156393
2009-05-21,67000.0,64700.0,1549515.0,20.38,605002,-177109,-403789
2009-05-22,63900.0,63700.0,1318112.0,20.07,46312,-168745,134765
2009-05-25,63000.0,65000.0,1141805.0,20.48,-99022,-10390,62784
2009-05-26,64800.0,61700.0,1182717.0,19.44,558610,-341035,-145108
2009-05-27,63000.0,62600.0,921584.0,19.72,-248352,64808,160713
2009-05-28,62700.0,64500.0,706167.0,20.32,-274847,172362,110735
2009-05-29,65100.0,64200.0,708632.0,20.22,-13851,-13777,49858
2009-06-01,63300.0,64200.0,866772.0,20.22,295316,-400943,114857
2009-06-02,65800.0,64600.0,1228813.0,20.35,-164734,96409,72568
2009-06-03,65400.0,64700.0,736468.0,20.38,242639,-172468,-60116
2009-06-04,63900.0,61100.0,1067649.0,19.25,575481,-283817,-288863
2009-06-05,61600.0,63200.0,681057.0,19.91,-14105,-15532,17471
2009-06-08,62500.0,61800.0,669238.0,19.47,156876,-72033,-83045
2009-06-09,64000.0,61500.0,1333541.0,19.37,213642,-305751,128377
2009-06-10,62000.0,63200.0,663274.0,19.91,-130043,2006,120449
2009-06-11,63000.0,62900.0,1201569.0,19.81,112280,-156955,71101
2009-06-12,63500.0,61900.0,1008565.0,19.5,625041,-334121,-257119
2009-06-15,61700.0,60500.0,1068295.0,19.06,581897,-209640,-287397
2009-06-16,59900.0,60700.0,788516.0,19.12,203405,-172876,-2109
2009-06-17,60500.0,59400.0,1319290.0,18.71,776271,-380890,-363526
2009-06-18,59300.0,58700.0,953979.0,18.49,244365,2816,-208630
2009-06-19,59200.0,59600.0,626082.0,18.77,96458,-138170,43359
2009-06-22,59300.0,60100.0,510559.0,18.93,84437,-47747,-47513
2009-06-23,58500.0,57000.0,977724.0,17.96,356390,-142519,-143282
2009-06-24,57300.0,55400.0,1495598.0,17.45,682314,-57817,-572227
2009-06-25,55700.0,56500.0,2364035.0,17.8,827662,-396025,-403184
2009-06-26,57000.0,54600.0,1975791.0,17.2,830945,-688826,-93098
2009-06-29,55200.0,53500.0,1376706.0,16.85,257667,-85482,-174244
2009-06-30,54200.0,53400.0,1346723.0,16.82,158301,193577,-357386
2009-07-01,53000.0,57000.0,1659279.0,17.96,-582726,443749,131392
2009-07-02,57500.0,58100.0,1404789.0,18.3,-498613,260929,243359
2009-07-03,57200.0,58200.0,1042092.0,18.33,29009,-95919,81285
2009-07-06,57500.0,56000.0,1487667.0,17.64,518021,-517925,-31180
2009-07-07,55900.0,54800.0,1470698.0,17.26,683102,-583838,-79899
2009-07-08,54600.0,55200.0,1267884.0,17.39,19321,115041,-134436
2009-07-09,55300.0,55700.0,1088695.0,17.55,-96316,-20263,107832
2009-07-10,56300.0,55800.0,516375.0,17.58,-37042,56719,-22340
2009-07-13,56000.0,53800.0,906214.0,16.95,205601,-220295,10406
2009-07-14,54800.0,53500.0,953198.0,16.85,252771,-151638,-103979
2009-07-15,53900.0,54500.0,747925.0,17.17,-43722,76508,-35032
2009-07-16,55400.0,57000.0,1464593.0,17.96,-401782,135857,262304
2009-07-17,58100.0,57800.0,1175356.0,18.21,-418523,233331,166663
2009-07-20,58200.0,59000.0,1211038.0,18.59,-318601,42112,261637
2009-07-21,59800.0,58500.0,1163561.0,18.43,87875,-142907,66938
2009-07-22,59200.0,59500.0,1121837.0,18.74,-157999,49809,111028
2009-07-23,59100.0,59300.0,904728.0,18.68,-94842,231331,-144595
2009-07-24,60000.0,59800.0,1139431.0,18.84,-235886,278781,-75074
2009-07-27,60100.0,60700.0,1435153.0,19.12,-171481,4199,165555
2009-07-28,61200.0,63300.0,1973558.0,19.94,-883734,617196,243994
2009-07-29,63600.0,63400.0,1194230.0,19.97,-272468,93717,185471
2009-07-30,62800.0,63800.0,1029258.0,20.1,-44870,7544,80280
2009-07-31,64000.0,63300.0,855256.0,19.94,9157,-27202,-48
2009-08-03,63200.0,62600.0,1238152.0,19.72,131406,-228028,83289
2009-08-04,63600.0,64500.0,1730903.0,20.32,-540403,490150,26087
2009-08-05,65100.0,62500.0,1478151.0,19.69,546047,-80175,-452756
2009-08-06,62400.0,62500.0,1395619.0,19.69,116398,-102082,-35220
2009-08-07,63000.0,62400.0,1207985.0,19.66,257996,-290072,94127
2009-08-10,63400.0,63000.0,866228.0,19.85,168276,-90245,-81514
2009-08-11,62700.0,63300.0,938817.0,19.94,-11166,45901,1070
2009-08-12,62900.0,62000.0,1138506.0,19.53,466086,-400149,-6699
2009-08-13,62500.0,62300.0,1255440.0,19.62,338642,-296790,34180
2009-08-14,62600.0,62600.0,873388.0,19.72,28237,-67472,71578
2009-08-17,63000.0,61300.0,1151061.0,19.31,-15154,-248798,291257
2009-08-18,60500.0,60400.0,1322768.0,19.03,145079,-299926,177298
2009-08-19,60900.0,59200.0,1645392.0,18.65,499624,-777425,330421
2009-08-20,59500.0,60500.0,1532655.0,19.06,432088,-424716,-36320
2009-08-21,60900.0,58600.0,1454562.0,18.46,343316,-355364,31736
2009-08-24,59100.0,59600.0,1205130.0,18.77,27163,-125766,91383
2009-08-25,59500.0,62000.0,2107617.0,19.53,-661877,331374,225999
2009-08-26,62600.0,62100.0,968336.0,19.56,29404,68876,-95081
2009-08-27,62400.0,62300.0,1283944.0,19.62,-220883,219425,6585
2009-08-28,63200.0,61900.0,833933.0,19.5,12739,-5223,7696
2009-08-31,61900.0,60200.0,889852.0,18.96,76235,-126863,65024
2009-09-01,60000.0,59500.0,1071325.0,18.74,234223,-255153,18512
2009-09-02,58800.0,57200.0,2095918.0,18.02,1184155,-933142,-185271
2009-09-03,57600.0,56900.0,1377432.0,17.92,493697,-418175,-47253
2009-09-04,57500.0,58600.0,1266001.0,18.46,34566,-48829,1985
2009-09-07,58700.0,57100.0,850044.0,17.99,241878,-164806,-55413
2009-09-08,57500.0,57700.0,799050.0,18.18,187747,-223608,65676
2009-09-09,58500.0,57200.0,668201.0,18.02,98278,-55818,-40132
2009-09-10,57500.0,60900.0,1973610.0,19.18,-961464,591446,339986
2009-09-11,61300.0,61800.0,1550025.0,19.47,-363075,437390,-52679
2009-09-14,62400.0,63100.0,2136040.0,19.88,-1321912,953504,294416
2009-09-15,63400.0,63000.0,990832.0,19.85,-399472,370800,5268
2009-09-16,63600.0,63700.0,1179158.0,20.07,-533184,312341,178208
2009-09-17,64700.0,66500.0,2585640.0,20.95,-1110303,713268,384441
2009-09-18,66700.0,65600.0,1706246.0,20.66,-380287,53157,329620
2009-09-21,66200.0,65600.0,1277736.0,20.66,-443876,165549,331451
2009-09-22,66500.0,66500.0,1075340.0,20.95,-275160,47553,213646
2009-09-23,67000.0,65400.0,1517563.0,20.6,335610,-383238,57295
2009-09-24,65000.0,64000.0,835495.0,20.16,-86209,-19864,102523
2009-09-25,64000.0,63500.0,593639.0,20.0,46047,-68937,28873
2009-09-28,63500.0,65000.0,929227.0,20.48,-136926,-4790,139866
2009-09-29,66100.0,65600.0,843195.0,20.66,-196568,35083,153860
2009-09-30,65700.0,64000.0,1387169.0,20.16,174500,-87510,-126544
2009-10-01,64000.0,64300.0,734311.0,20.25,-146587,-20272,168991
2009-10-05,63000.0,62500.0,607967.0,19.69,23331,9031,-17260
2009-10-06,62900.0,61200.0,753872.0,19.28,110973,38525,-160913
2009-10-07,62000.0,62300.0,690610.0,19.62,-111682,92944,16752
2009-10-08,62300.0,63200.0,600985.0,19.91,69351,-95800,21924
2009-10-09,63600.0,66100.0,1565246.0,20.82,-568193,479964,42704
2009-10-12,67700.0,66600.0,1507464.0,20.98,-425404,219888,213275
2009-10-13,67000.0,66600.0,1197263.0,20.98,-200052,116118,97120
2009-10-14,67100.0,68600.0,2116261.0,21.61,-281960,-51036,353371
2009-10-15,69100.0,68700.0,1427788.0,21.64,-140621,66176,73349
2009-10-16,68300.0,68100.0,963954.0,21.45,-188788,-176304,363120
2009-10-19,68400.0,68900.0,807980.0,21.7,-105857,41600,103868
2009-10-20,69300.0,71100.0,1762535.0,22.4,-610072,529760,100819
2009-10-21,71400.0,72900.0,1963023.0,22.96,-398481,88335,249001
2009-10-22,72500.0,70500.0,1420912.0,22.21,312421,109496,-456307
2009-10-23,71000.0,69500.0,901238.0,21.89,-107829,101187,3477
2009-10-26,69500.0,71400.0,732774.0,22.49,-89798,35628,52613
2009-10-27,71000.0,71000.0,982192.0,22.37,-21082,37440,-23598
2009-10-28,71100.0,69100.0,677403.0,21.77,-31844,49186,-34505
2009-10-29,67800.0,67500.0,888856.0,21.26,58151,59078,-121686
2009-10-30,68600.0,66800.0,591293.0,21.04,-21528,15238,-11330
2009-11-02,65200.0,65600.0,571617.0,20.66,-21947,-27694,46876
2009-11-03,66300.0,66000.0,492478.0,20.79,-9489,-10094,7179
2009-11-04,66000.0,67500.0,532186.0,21.26,1781,42923,-53887
2009-11-05,67500.0,67300.0,394869.0,21.2,-12070,30964,-16744
2009-11-06,69300.0,68300.0,720595.0,21.51,-91876,95417,21395
2009-11-09,69100.0,71300.0,1092349.0,22.46,-202434,119395,109626
2009-11-10,72300.0,70600.0,939607.0,22.24,-166206,82323,99444
2009-11-11,71100.0,72000.0,610534.0,22.68,6400,160408,-175595
2009-11-12,72100.0,71300.0,555575.0,22.46,9389,52351,-68073
2009-11-13,70600.0,70000.0,607919.0,22.05,99785,-75231,2818
2009-11-16,70200.0,70800.0,768597.0,22.3,122146,-56101,-44219
2009-11-17,71500.0,70500.0,916750.0,22.21,-133585,161274,-12291
2009-11-18,71200.0,72400.0,897413.0,22.81,-236249,177531,44502
2009-11-19,72500.0,72500.0,703848.0,22.84,-91978,56408,39392
2009-11-20,72200.0,71900.0,497824.0,22.65,8739,-15430,15559
2009-11-23,72000.0,71700.0,418581.0,22.59,-12244,-6763,28090
2009-11-24,72000.0,72600.0,997903.0,22.87,52618,12160,-43054
2009-11-25,72600.0,72600.0,422247.0,22.87,-20635,46438,-23226
2009-11-26,71800.0,68500.0,2021881.0,21.58,435573,-216207,-185367
2009-11-27,67000.0,63800.0,1559775.0,20.1,181053,-246818,76299
2009-11-30,65900.0,66300.0,958364.0,20.88,36457,-54241,-11021
2009-12-01,66300.0,65300.0,1000132.0,20.57,378490,-311766,20941
2009-12-02,66300.0,66200.0,942241.0,20.85,183842,-37129,-172272
2009-12-03,66500.0,66500.0,1092651.0,20.95,241476,-98326,-131046
2009-12-04,65800.0,65600.0,1103774.0,20.66,495412,-171673,-340277
2009-12-07,66200.0,67100.0,995781.0,21.14,66094,-60940,-22245
2009-12-08,66900.0,66000.0,632717.0,20.79,45948,25722,-62378
2009-12-09,64900.0,65700.0,702989.0,20.7,128168,-184532,55496
2009-12-10,65500.0,65900.0,828735.0,20.76,130935,-61917,-64879
2009-12-11,65600.0,65500.0,838712.0,20.63,312507,-129785,-130179
2009-12-14,65800.0,68700.0,1906217.0,21.64,-105644,200256,-30340
2009-12-15,68900.0,68000.0,939246.0,21.42,-39796,-76201,118806
2009-12-16,67800.0,66300.0,920628.0,20.88,315006,-100247,-205197
2009-12-17,66000.0,65900.0,523405.0,20.76,-29815,-81456,110691
2009-12-18,65800.0,66700.0,473619.0,21.01,-83669,-10323,108415
2009-12-21,66400.0,65600.0,621505.0,20.66,203267,-208778,459
2009-12-22,66100.0,67400.0,1127796.0,21.23,-145470,112091,-352
2009-12-23,68000.0,67900.0,818895.0,21.39,-129786,105939,16831
2009-12-24,68100.0,68000.0,860203.0,21.42,45587,-28192,-20808
2009-12-28,75000.0,71100.0,4746665.0,22.4,688858,-441863,-217135
2009-12-29,71300.0,71500.0,1174217.0,22.52,-61765,27765,47419
2009-12-30,71400.0,70900.0,718331.0,22.33,-95997,65625,28266
2010-01-04,70000.0,71700.0,1129941.0,17.5,-98885,-100900,227966
2010-01-05,71700.0,70700.0,855225.0,17.26,169801,-129990,-61135
2010-01-06,70200.0,71200.0,919692.0,17.38,41994,51541,-95626
2010-01-07,71000.0,69500.0,782922.0,16.97,48659,-18531,-37757
2010-01-08,70100.0,69600.0,600640.0,16.99,152074,-144888,-3173
2010-01-11,70000.0,72500.0,1652974.0,17.7,-364898,346296,12279
2010-01-12,73000.0,72900.0,1092722.0,17.8,-307384,370224,-55177
2010-01-13,72200.0,70700.0,732814.0,17.26,26631,86297,-100691
2010-01-14,71000.0,71900.0,727103.0,17.55,6288,-10680,13856
2010-01-15,72500.0,70700.0,1052436.0,17.26,308281,-215079,-88850
2010-01-18,71000.0,72000.0,813886.0,17.58,37693,-42011,23195
2010-01-19,72700.0,73500.0,1624036.0,17.94,-423113,354535,41731
2010-01-20,74000.0,73700.0,1207688.0,17.99,-284413,328757,-12012
2010-01-21,73100.0,73900.0,839619.0,18.04,-75467,17092,53983
2010-01-22,72700.0,71900.0,872022.0,17.55,-9775,59458,-94442
2010-01-25,70500.0,68200.0,1318228.0,16.65,482101,-338273,-132816
2010-01-26,68200.0,66300.0,973352.0,16.19,234314,-197816,-63444
2010-01-27,66700.0,64300.0,1369416.0,15.7,433580,-432237,-25568
2010-01-28,64600.0,65600.0,772650.0,16.01,-3036,32834,-18838
2010-01-29,64200.0,64400.0,811825.0,15.72,113891,-100468,-55068
2010-02-01,64200.0,62200.0,1029136.0,15.18,490652,-286416,-140838
2010-02-02,63000.0,60500.0,1608143.0,14.77,509559,-59116,-459939
2010-02-03,61500.0,62700.0,1202525.0,15.31,82650,74267,-165896
2010-02-04,62200.0,62300.0,483733.0,15.21,-6049,30825,-24945
2010-02-05,59100.0,59300.0,954742.0,14.48,224658,-168743,-40426
2010-02-08,59700.0,57300.0,793165.0,13.99,179443,-130038,-36724
2010-02-09,57200.0,59500.0,709056.0,14.53,-62318,88574,-46249
2010-02-10,60200.0,59200.0,539606.0,14.45,198313,-122501,-75091
2010-02-11,59300.0,59800.0,808354.0,14.6,142175,-97715,-46695
2010-02-12,60100.0,61800.0,968435.0,15.09,-117015,245733,-156305
2010-02-16,61600.0,62000.0,664535.0,15.14,76473,-11365,-83955
2010-02-17,62900.0,62100.0,670657.0,15.16,57869,30213,-96216
2010-02-18,62000.0,60900.0,670789.0,14.87,188515,-71539,-103473
2010-02-19,60300.0,59600.0,810455.0,14.55,214798,-214443,20230
2010-02-22,60300.0,60300.0,507961.0,14.72,55335,63175,-127302
2010-02-23,60200.0,60600.0,551218.0,14.79,-1778,168106,-183216
2010-02-24,60200.0,60400.0,427369.0,14.75,97419,69837,-178338
2010-02-25,60600.0,59400.0,504905.0,14.5,119480,-86422,-62204
2010-02-26,59300.0,59900.0,351560.0,14.62,-20114,28332,-2706
2010-03-02,60400.0,62000.0,845221.0,15.14,-251036,119976,123007
2010-03-03,61800.0,61600.0,789131.0,15.04,-77209,227891,-164438
2010-03-04,61700.0,60700.0,585344.0,14.82,153910,94882,-245856
2010-03-05,61000.0,62100.0,510703.0,15.16,-119462,164991,-60581
2010-03-08,62500.0,62800.0,974705.0,15.33,-60394,398788,-362368
2010-03-09,63000.0,64400.0,1484140.0,15.72,-631010,861516,-212809
2010-03-10,64900.0,64500.0,783383.0,15.75,-104482,198738,56379
2010-03-11,65100.0,65200.0,897176.0,15.92,-248729,1108,258000
2010-03-12,64500.0,64200.0,386191.0,15.67,-39040,61879,-29751
2010-03-15,64300.0,64000.0,311273.0,15.62,-17230,26856,-9480
2010-03-16,65400.0,63800.0,635253.0,15.58,69544,-75630,17913
2010-03-17,64200.0,64500.0,446485.0,15.75,-47150,45451,11931
2010-03-18,64000.0,65300.0,779196.0,15.94,-330129,335285,19629
2010-03-19,65800.0,66900.0,746562.0,16.33,-417289,378792,22089
2010-03-22,66700.0,65200.0,401309.0,15.92,62336,47481,-104802
2010-03-23,66400.0,68100.0,1076810.0,16.63,-429803,188141,215796
2010-03-24,68600.0,66700.0,1240293.0,16.28,325501,-296905,17869
2010-03-25,66500.0,64600.0,1425746.0,15.77,747556,-640712,-82029
2010-03-26,64800.0,65100.0,567290.0,15.89,76539,-89307,11411
2010-03-29,64300.0,63100.0,1118971.0,15.4,465046,-484552,29741
2010-03-30,63900.0,63000.0,775241.0,15.38,278276,-255190,179
2010-03-31,63600.0,62100.0,803502.0,15.16,252660,-269975,16023
2010-04-01,62200.0,61800.0,1065251.0,15.09,406029,-59446,-352367
2010-04-02,62200.0,61100.0,2060351.0,14.92,387498,-1135462,763531
2010-04-05,61200.0,60200.0,1394651.0,14.7,556557,-403419,-119038
2010-04-06,60400.0,60400.0,863314.0,14.75,307657,-210603,-114199
2010-04-07,60400.0,60100.0,1475707.0,14.67,485932,-406948,-108434
2010-04-08,60100.0,61600.0,1761859.0,15.04,-155624,-416125,565888
2010-04-09,61600.0,60800.0,638224.0,14.84,201530,-166761,-32570
2010-04-12,60800.0,60500.0,558852.0,14.77,149910,-173848,17939
2010-04-13,60500.0,59700.0,809580.0,14.57,302166,-298273,8966
2010-04-14,59900.0,59200.0,1340366.0,14.45,677279,-667892,81377
2010-04-15,59800.0,59900.0,1623116.0,14.62,592926,-313529,-240448
2010-04-16,59700.0,58700.0,1280077.0,14.33,571981,-288738,-269949
2010-04-19,57900.0,56900.0,1133808.0,13.89,364051,-379228,18377
2010-04-20,57500.0,57500.0,700850.0,14.04,150983,-28272,-126283
2010-04-21,57100.0,57000.0,1622099.0,13.92,658138,-260852,-404971
2010-04-22,57200.0,59000.0,1631181.0,14.4,-48971,225594,-223221
2010-04-23,59000.0,57800.0,1039673.0,14.11,275882,-152581,-108553
2010-04-26,57700.0,57300.0,1061512.0,13.99,289091,-265164,-11854
2010-04-27,58300.0,58200.0,1408128.0,14.21,-78709,-19903,106677
2010-04-28,57000.0,56200.0,1343442.0,13.72,519050,-339781,-152670
2010-04-29,56500.0,54200.0,1676325.0,13.23,560679,-512592,-37557
2010-04-30,54700.0,54100.0,956968.0,13.21,5615,-192819,184881
2010-05-03,53500.0,52300.0,1539711.0,12.77,238308,-340415,141196
2010-05-04,52500.0,52100.0,895743.0,12.72,49377,-121118,56269
2010-05-06,50800.0,52100.0,1403823.0,12.72,147920,-288399,124578
2010-05-07,50800.0,50300.0,1577112.0,12.28,465571,-130144,-359954
2010-05-10,50700.0,53000.0,1275680.0,12.94,-190851,185519,-8547
2010-05-11,53500.0,52100.0,1168131.0,12.72,132825,-74691,-71905
2010-05-12,52200.0,50100.0,1253827.0,12.23,496379,-278650,-206964
2010-05-13,50600.0,49150.0,2327029.0,12.0,597530,-685167,147010
2010-05-14,49100.0,49000.0,1887210.0,11.96,722191,-576598,-116722
2010-05-17,48400.0,46850.0,1348986.0,11.44,101708,-140098,27259
2010-05-18,47450.0,47600.0,1286737.0,11.62,46138,-166215,144220
2010-05-19,47200.0,46050.0,1298095.0,11.24,199034,-175823,-18071
2010-05-20,46400.0,47300.0,2982487.0,11.55,-382604,438176,-181559
2010-05-24,48250.0,50000.0,1584619.0,12.21,-377992,190241,178050
2010-05-25,50300.0,50700.0,2607951.0,12.38,-333571,201994,78658
2010-05-26,51400.0,52000.0,2346853.0,12.69,-298498,-147424,483406
2010-05-27,50800.0,50700.0,1604848.0,12.38,109137,-312979,195120
2010-05-28,51200.0,50700.0,861593.0,12.38,-124530,-22363,100660
2010-05-31,50600.0,52000.0,888435.0,12.69,-305117,183923,91098
2010-06-01,52300.0,53700.0,1741796.0,13.11,-556079,422794,114043
2010-06-03,53900.0,54200.0,842830.0,13.23,-139088,115867,21111
2010-06-04,54300.0,52800.0,653210.0,12.89,49973,-56444,29527
2010-06-07,51100.0,52400.0,620146.0,12.79,-101106,7214,81956
2010-06-08,52300.0,55000.0,1497444.0,13.43,-612796,557416,44304
2010-06-09,55600.0,55200.0,1559461.0,13.48,-555821,575862,-82531
2010-06-10,55000.0,55600.0,733769.0,13.57,-204676,203404,-5569
2010-06-11,56200.0,56100.0,855733.0,13.7,-353260,305048,9963
2010-06-14,56500.0,56500.0,881380.0,13.79,46616,-19382,-9976
2010-06-15,56400.0,57100.0,1184919.0,13.94,-434857,234479,208059
2010-06-16,57600.0,57400.0,742301.0,14.01,-324643,107411,194431
2010-06-17,57500.0,56700.0,715174.0,13.84,-6621,-58316,84737
2010-06-18,56700.0,58300.0,1512288.0,14.23,-530459,347278,174356
2010-06-21,58600.0,58500.0,695064.0,14.28,-39837,-3644,45330
2010-06-22,57900.0,57600.0,559285.0,14.06,-104667,31872,72765
2010-06-23,56900.0,57600.0,404842.0,14.06,-34522,17434,19778
2010-06-24,57700.0,59000.0,737975.0,14.4,-275585,213457,70707
2010-06-25,58900.0,58900.0,541751.0,14.38,-77381,61534,-1402
2010-06-28,58800.0,56800.0,797185.0,13.87,162788,-123663,-13276
2010-06-29,56300.0,55600.0,880583.0,13.57,-172056,92131,62813
2010-06-30,55800.0,56700.0,1223103.0,13.84,14036,-144078,137285
2010-07-01,58100.0,59900.0,2587137.0,14.62,-534724,299271,208041
2010-07-02,60800.0,60200.0,2034369.0,14.7,-630997,551603,79287
2010-07-05,60800.0,59800.0,710025.0,14.6,-82728,26137,66300
2010-07-06,59000.0,59300.0,785416.0,14.48,-81779,93971,-546
2010-07-07,60000.0,57600.0,698112.0,14.06,66818,66006,-135630
2010-07-08,58100.0,58600.0,649633.0,14.31,-171312,-53497,207972
2010-07-09,59400.0,58800.0,809808.0,14.35,-113351,-78242,204476
2010-07-12,58900.0,56800.0,977000.0,13.87,109508,-202878,66756
2010-07-13,57500.0,57700.0,670555.0,14.09,-113889,116002,21072
2010-07-14,58100.0,59600.0,1098441.0,14.55,-332289,146358,175431
2010-07-15,59600.0,59100.0,515647.0,14.43,-64076,23523,55784
2010-07-16,58800.0,59300.0,405508.0,14.48,-102296,49920,75811
2010-07-19,58800.0,61900.0,1703361.0,15.11,-826593,832104,-8814
2010-07-20,62100.0,61200.0,780550.0,14.94,-11502,29733,-752
2010-07-21,61500.0,60700.0,932798.0,14.82,-4111,107170,-97019
2010-07-22,59800.0,61400.0,956542.0,14.99,-302476,183983,103381
2010-07-23,61700.0,63300.0,1574498.0,15.45,-691012,589250,84782
2010-07-26,63300.0,62300.0,575559.0,15.21,4207,-28503,27435
2010-07-27,62700.0,62600.0,797045.0,15.28,-148723,191663,-35259
2010-07-28,62700.0,61900.0,700316.0,15.11,-152138,30099,83803
2010-07-29,61400.0,62500.0,734997.0,15.26,-282200,246494,55114
2010-07-30,62600.0,63200.0,1144282.0,15.43,-467717,561484,-141447
2010-08-02,63600.0,63300.0,531618.0,15.45,-73843,59360,48699
2010-08-03,63600.0,63600.0,373039.0,15.53,-131961,121083,-1256
2010-08-04,63500.0,63200.0,548473.0,15.43,-61317,91031,-22796
2010-08-05,63100.0,62800.0,711510.0,15.33,-114743,197970,-84632
2010-08-06,62300.0,63900.0,829149.0,15.6,-390558,408932,-27475
2010-08-09,63600.0,65400.0,871982.0,15.97,-479342,413561,-11252
2010-08-10,65500.0,66900.0,1044572.0,16.33,-449545,551315,-118709
2010-08-11,66500.0,66500.0,880440.0,16.23,-283035,477178,-163181
2010-08-12,66000.0,66500.0,714530.0,16.23,15424,153030,-152629
2010-08-13,67700.0,66400.0,842289.0,16.21,-23969,-15035,57877
2010-08-16,66000.0,64900.0,558238.0,15.84,37943,96880,-64769
2010-08-17,64300.0,66000.0,475928.0,16.11,-105043,129200,-20263
2010-08-18,66700.0,68400.0,846098.0,16.7,-330824,305978,34658
2010-08-19,68500.0,68300.0,814570.0,16.67,-278482,158044,105867
2010-08-20,67800.0,68400.0,321377.0,16.7,-13327,49405,-35324
2010-08-23,69700.0,69800.0,863343.0,17.04,-418667,298932,161703
2010-08-24,70000.0,70000.0,378683.0,17.09,-80631,17294,69714
2010-08-25,69100.0,67700.0,724687.0,16.53,38182,-106175,81075
2010-08-26,68100.0,67500.0,296070.0,16.48,-41737,1026,44028
2010-08-27,67500.0,67100.0,375275.0,16.38,38852,-14475,-26163
2010-08-30,68200.0,67100.0,720467.0,16.38,17685,105257,-118877
2010-08-31,66100.0,64000.0,972427.0,15.62,156549,-17326,-158836
2010-09-01,64700.0,66900.0,736286.0,16.33,-168439,136669,-23041
2010-09-02,66900.0,66700.0,429612.0,16.28,30303,-24391,-26670
2010-09-03,66700.0,65400.0,775985.0,15.97,73634,6605,-94326
2010-09-06,66400.0,66200.0,543869.0,16.16,-1989,-11525,53385
2010-09-07,66300.0,65300.0,552477.0,15.94,38423,-47244,-2040
2010-09-08,64600.0,65000.0,350047.0,15.87,-68738,8736,62057
2010-09-09,65400.0,66600.0,629898.0,16.26,-163419,126733,24224
2010-09-10,66800.0,67000.0,440499.0,16.36,-87757,36305,70481
2010-09-13,67300.0,67600.0,414168.0,16.5,-52539,20907,24711
2010-09-14,67700.0,68900.0,703501.0,16.82,-241438,211389,28638
2010-09-15,68800.0,69800.0,501309.0,17.04,-156458,15629,160390
2010-09-16,70000.0,70000.0,687983.0,17.09,-284817,133870,169792
2010-09-17,70000.0,70600.0,691654.0,17.24,-126110,18382,119901
2010-09-20,70000.0,69000.0,538083.0,16.85,164146,28574,-179728
2010-09-24,70800.0,71200.0,1014101.0,17.38,-87186,20974,68140
2010-09-27,72100.0,74700.0,2017452.0,18.24,-84316,-89560,202524
2010-09-28,75200.0,73300.0,786994.0,17.89,-16448,5579,-8237
2010-09-29,74000.0,73500.0,628842.0,17.94,-78068,42642,11521
2010-09-30,72800.0,72500.0,701292.0,17.7,96922,-135413,43555
2010-10-01,72000.0,71800.0,1006464.0,17.53,-64147,118971,-73744
2010-10-04,72200.0,71600.0,555469.0,17.48,25063,6275,-13252
2010-10-05,71200.0,72900.0,434941.0,17.8,-58616,-43107,91190
2010-10-06,72900.0,71900.0,723499.0,17.55,137645,-72244,-42420
2010-10-07,72100.0,71700.0,467378.0,17.5,-2994,-57693,61097
2010-10-08,73100.0,74900.0,1317228.0,18.29,-436264,243295,190954
2010-10-11,75500.0,74600.0,837638.0,18.21,-59616,-101241,155364
2010-10-12,75400.0,73800.0,637405.0,18.02,-131152,-12333,176437
2010-10-13,75000.0,73000.0,640497.0,17.82,70765,-112421,69129
2010-10-14,73100.0,75000.0,751612.0,18.31,-204020,117319,67912
2010-10-15,75100.0,75000.0,347129.0,18.31,-661,-15149,19602
2010-10-18,75200.0,74600.0,461521.0,18.21,-75274,-15820,121330
2010-10-19,74600.0,75400.0,908116.0,18.41,-189994,-126460,340393
2010-10-20,75200.0,76900.0,876525.0,18.77,-236338,95684,140976
2010-10-21,77100.0,75000.0,621817.0,18.31,193404,-91660,-72868
2010-10-22,75000.0,75000.0,602677.0,18.31,-119115,-42805,158861
2010-10-25,75000.0,76400.0,412699.0,18.65,-131821,45633,83409
2010-10-26,76100.0,76900.0,668657.0,18.77,-90704,-144519,257481
2010-10-27,76100.0,79200.0,1111597.0,19.34,-536327,389463,166937
2010-10-28,79300.0,77900.0,391271.0,19.02,-11999,91989,-89119
