Symbol,현대건설_시가(원),현대건설_종가(원),현대건설_거래량(주),현대건설_PER(IFRS-연결),현대건설_순매수수량(개인)(주),현대건설_순매수수량(기관계)(주),현대건설_순매수수량(외국인계)(주)
2001-12-05,3500.0,3545.0,11490590.0,,-921280,-126610,964890
2001-12-06,3840.0,3630.0,21779890.0,,526740,-771100,78450
2001-12-07,3590.0,3700.0,8446500.0,,-125300,-24940,-3000
2001-12-10,3775.0,3680.0,15135770.0,,-266620,254180,-18870
2001-12-11,3570.0,3600.0,5301140.0,,123520,-770,-1000
2001-12-12,3620.0,3530.0,5493560.0,,-281660,199360,-24530
2001-12-13,3505.0,3495.0,3761900.0,,104680,-143740,-40
2001-12-14,3460.0,3550.0,5574670.0,,411580,-378560,-8300
2001-12-17,3500.0,3235.0,4060860.0,,64180,-69430,4950
2001-12-18,3240.0,3050.0,4122150.0,,72360,-77540,-11820
2001-12-19,3100.0,2995.0,3471580.0,,84290,-92790,0
2001-12-20,3005.0,3170.0,6226900.0,,450090,-241090,-1500
2001-12-21,3000.0,3000.0,3068790.0,,269510,-19400,-110
2001-12-24,3050.0,2960.0,4068110.0,,290240,-40200,0
2001-12-26,2960.0,2950.0,3867400.0,,285600,-105870,400
2001-12-27,3020.0,3055.0,3855110.0,,506840,-506820,0
2001-12-28,3150.0,3250.0,8094730.0,,1188770,-1180210,-2900
2002-01-02,3270.0,3330.0,7168823.0,,1458493,-1505993,9900
2002-01-03,3350.0,3220.0,8730646.0,,817990,-842070,4710
2002-01-04,3250.0,3245.0,6194412.0,,743477,-228427,28670
2002-01-07,3350.0,3395.0,12749869.0,,1200535,-650835,21800
2002-01-08,3370.0,3650.0,36670325.0,,1839880,-1304410,1380
2002-01-09,3650.0,3700.0,16171865.0,,860690,-537390,-30100
2002-01-10,3700.0,3970.0,34683724.0,,913670,-1125470,1440
2002-01-11,4120.0,4000.0,17472195.0,,679730,-1127640,459210
2002-01-14,4060.0,4010.0,13554371.0,,1591900,-1103870,35170
2002-01-15,3870.0,3800.0,17033331.0,,221080,-11220,4400
2002-01-16,3730.0,3710.0,8572298.0,,145210,-320400,159490
2002-01-17,3710.0,3785.0,8953381.0,,435900,-39360,-10000
2002-01-18,3785.0,3600.0,7095215.0,,675410,-282460,-20890
2002-01-21,3530.0,3900.0,17132391.0,,1999670,-1304330,-352590
2002-01-22,3900.0,3790.0,16887388.0,,877260,-262020,-5200
2002-01-23,3790.0,3790.0,9813716.0,,533430,-107520,800
2002-01-24,3900.0,3850.0,14900751.0,,553300,-142600,-42040
2002-01-25,3900.0,3930.0,13629100.0,,360970,-25550,47390
2002-01-28,4020.0,3985.0,11540217.0,,474610,-268440,4000
2002-01-29,3990.0,4120.0,27410958.0,,2581930,-2348440,8190
2002-01-30,3930.0,3945.0,10073982.0,,-336250,149830,18440
2002-01-31,4000.0,3900.0,7810281.0,,-42540,-1600,57700
2002-02-01,3850.0,3710.0,7833448.0,,-5310,-94190,0
2002-02-04,3650.0,3520.0,5371389.0,,90320,-28880,-11940
2002-02-05,3430.0,3550.0,4711885.0,,136130,-100130,0
2002-02-06,3550.0,3570.0,5973253.0,,-147230,-80180,227400
2002-02-07,3570.0,3430.0,3880673.0,,-19720,-9480,2700
2002-02-08,3450.0,3520.0,2939736.0,,42010,-20,200
2002-02-14,3600.0,3610.0,4070582.0,,26440,-45420,-1020
2002-02-15,3610.0,3690.0,4850717.0,,238359,-223663,-6696
2002-02-18,3630.0,3635.0,3697632.0,,71020,-49120,700
2002-02-19,3640.0,3560.0,3037046.0,,-5700,-16290,-10
2002-02-20,3510.0,3530.0,2910115.0,,14840,-63840,1000
2002-02-21,3580.0,3515.0,2740186.0,,28502,-50172,-27330
2002-02-22,3500.0,3475.0,2805759.0,,33398,59842,0
2002-02-25,3430.0,3480.0,5461427.0,,-108705,14855,1850
2002-02-26,3515.0,3510.0,3115453.0,,28530,-18930,400
2002-02-27,3510.0,3760.0,15176369.0,,-353162,50152,393770
2002-02-28,3810.0,3710.0,5341131.0,,-86370,90,99120
2002-03-04,3845.0,3730.0,7060137.0,,-1228,13178,-2210
2002-03-05,3725.0,3655.0,4925680.0,,-5590,-7380,9000
2002-03-06,3670.0,3675.0,5643397.0,,-54178,-2022,0
2002-03-07,3680.0,3535.0,4832665.0,,-204897,-40395,176292
2002-03-08,3535.0,3540.0,4001477.0,,-18112,-188,300
2002-03-11,3540.0,3495.0,3992036.0,,160040,-200080,40
2002-03-12,3445.0,3460.0,4191193.0,,-13720,-130,10850
2002-03-13,3450.0,3465.0,3071450.0,,-2670,-400,1330
2002-03-14,3465.0,3630.0,15792174.0,,-312109,-100452,408861
2002-03-15,3640.0,3660.0,8074490.0,,472891,-50280,-395111
2002-03-18,4100.0,3810.0,22220941.0,,163921,-383231,-108990
2002-03-19,3950.0,3835.0,10549532.0,,169916,-121656,-15200
2002-03-20,3835.0,3710.0,8176371.0,,107791,49809,-76300
2002-03-21,3650.0,3770.0,7925992.0,,-507950,1620,576320
2002-03-22,3770.0,3730.0,4496513.0,,-61500,29348,-18028
2002-03-25,3700.0,3810.0,22029605.0,,649754,-435374,-42480
2002-03-26,3790.0,3750.0,4846170.0,,-100074,103684,-2850
2002-03-27,3760.0,3750.0,6279044.0,,36470,-29480,-17000
2002-03-28,3750.0,3675.0,5398330.0,,131309,-172049,-9260
2002-03-29,3675.0,3630.0,3946929.0,,109839,-62479,3140
2002-04-01,3600.0,3665.0,4694297.0,,71176,-402120,341994
2002-04-02,3680.0,3770.0,4746750.0,,190151,-39241,-9400
2002-04-03,3750.0,3730.0,6462430.0,,346880,-245340,-6550
2002-04-04,3730.0,3750.0,5200491.0,,-65206,55016,-20780
2002-04-08,3950.0,3730.0,8896830.0,,340660,-202290,-9400
2002-04-09,3710.0,3590.0,5332034.0,,-303960,50210,21750
2002-04-10,3520.0,3435.0,3963523.0,,19850,-98920,74320
2002-04-11,3435.0,3460.0,2760738.0,,-23550,-6150,-300
2002-04-12,3325.0,3420.0,2667308.0,,-35960,-190,0
2002-04-15,3410.0,3440.0,1860113.0,,-12900,-510,-11590
2002-04-16,3500.0,3450.0,2032245.0,,46370,-20150,-1010
2002-04-17,3495.0,3465.0,2372677.0,,23040,-210,-6270
2002-04-18,3495.0,3430.0,2407479.0,,121670,-220670,0
2002-04-19,3430.0,3315.0,3510308.0,,142710,-227770,23130
2002-04-22,3315.0,3180.0,3315012.0,,207720,-341120,-2110
2002-04-23,3170.0,3045.0,3265486.0,,182650,-135320,1140
2002-04-24,3050.0,3110.0,2895019.0,,41996,-169306,-2700
2002-04-25,3055.0,2900.0,2691949.0,,-201940,1990,-450
2002-04-26,2910.0,3015.0,4437169.0,,336660,-271260,-9000
2002-04-29,2910.0,2835.0,1997159.0,,62080,-62080,0
2002-04-30,2700.0,2755.0,2630130.0,,550010,-234010,-4000
2002-05-02,2765.0,2770.0,2414844.0,,620900,-218000,-404900
2002-05-03,2725.0,2740.0,1770960.0,,72160,-83150,0
2002-05-06,2700.0,2675.0,1682924.0,,44770,-39770,-5000
2002-05-07,2605.0,2580.0,2635062.0,,340390,-340400,0
2002-05-08,2610.0,2615.0,2455421.0,,467100,-467100,0
2002-05-09,2655.0,2665.0,3558322.0,,430040,-420040,0
2002-05-10,2620.0,2635.0,1657640.0,,234130,-235130,1000
2002-05-13,2665.0,2700.0,4045850.0,,410070,-400070,0
2002-05-14,2715.0,2750.0,3532775.0,,241080,-250070,250070
2002-05-15,2820.0,2750.0,5693187.0,,199580,-200070,470
2002-05-16,2830.0,2790.0,3155091.0,,111450,-55430,4000
2002-05-17,2780.0,2865.0,5662362.0,,396430,-270020,250
2002-05-20,2865.0,2830.0,2656962.0,,96970,-10170,1200
2002-05-21,2805.0,2770.0,3494845.0,,-159450,-50220,299670
2002-05-22,2770.0,2755.0,2525719.0,,266270,-70100,-301170
2002-05-23,2725.0,2655.0,2158175.0,,200080,-20080,-180000
2002-05-24,2640.0,2640.0,1738930.0,,275530,-135780,-90250
2002-05-27,2610.0,2610.0,1357689.0,,91590,-59140,1000
2002-05-28,2585.0,2585.0,1579816.0,,50430,-50130,-300
2002-05-29,2555.0,2540.0,2042833.0,,42520,-70,-101000
2002-05-30,2540.0,2480.0,1185000.0,,30990,-45010,2020
2002-05-31,2480.0,2460.0,1655613.0,,80030,-70030,0
2002-06-03,2420.0,2430.0,1376530.0,,49724,-424,-400
2002-06-04,2355.0,2400.0,1598770.0,,-1850,1850,0
2002-06-05,2420.0,2500.0,2388639.0,,-19335,20335,-1000
2002-06-07,2450.0,2395.0,1050905.0,,-5790,3790,2000
2002-06-10,2400.0,2430.0,1135162.0,,-102236,102936,-700
2002-06-11,2450.0,2455.0,2788646.0,,-6011,78270,-118479
2002-06-12,2440.0,2800.0,2896810.0,,-625280,851980,-298950
2002-06-14,2590.0,2620.0,3801863.0,,389681,34130,-373551
2002-06-17,2625.0,2680.0,2940856.0,,-267230,142980,165300
2002-06-18,2720.0,2630.0,2044474.0,,-490490,238640,276490
2002-06-19,2590.0,2500.0,2125240.0,,-210460,114800,91980
2002-06-20,2470.0,2660.0,4055954.0,,-429240,278940,151660
2002-06-21,2650.0,2650.0,3983257.0,,-202520,-183840,405080
2002-06-24,2670.0,2690.0,2422225.0,,-360630,240940,99690
2002-06-25,2700.0,2590.0,2069750.0,,-281617,295220,-13283
2002-06-26,2530.0,2400.0,2652559.0,,-471020,98950,422160
2002-06-27,2460.0,2440.0,1699176.0,,78180,-103960,28100
2002-06-28,2460.0,2505.0,2676574.0,,202728,-218833,16105
2002-07-02,2405.0,2450.0,2183303.0,,187250,-259560,69750
2002-07-03,2430.0,2505.0,2368881.0,,-11500,33850,-500
2002-07-04,2540.0,2525.0,2167776.0,,223770,-224810,1040
2002-07-05,2535.0,2585.0,3813083.0,,-662470,649170,-1020
2002-07-08,2650.0,2520.0,4313097.0,,406188,-591548,139070
2002-07-09,2520.0,2640.0,2652722.0,,-541074,574084,11150
2002-07-10,2625.0,2685.0,3062620.0,,113876,-114976,-70
2002-07-11,2645.0,2615.0,3967576.0,,400380,-372950,-7570
2002-07-12,2695.0,2685.0,2187594.0,,-645370,610190,0
2002-07-15,2680.0,2630.0,3166116.0,,488710,-81820,94950
2002-07-16,2600.0,2520.0,2956389.0,,579266,-78190,100010
2002-07-18,2550.0,2560.0,2670104.0,,-214470,183470,-1000
2002-07-19,2510.0,2500.0,2455410.0,,761580,-752540,2370
2002-07-22,2410.0,2370.0,2240170.0,,140660,32830,-158490
2002-07-23,2320.0,2450.0,2254710.0,,-452090,477000,8670
2002-07-24,2380.0,2340.0,1836789.0,,312800,-314380,4000
2002-07-25,2410.0,2390.0,2918439.0,,-145380,148960,-6000
2002-07-26,2355.0,2400.0,2900412.0,,127260,-106020,0
2002-07-29,2460.0,2405.0,1892123.0,,89920,-83990,0
2002-07-30,2460.0,2765.0,15828773.0,,223282,-232040,-170
2002-07-31,2790.0,2645.0,15311237.0,,440518,-428890,3050
2002-08-01,2680.0,2560.0,5472942.0,,257220,-174140,-17190
2002-08-02,2580.0,2640.0,12499954.0,,-76950,78470,850
2002-08-05,2730.0,2730.0,35766989.0,,-152668,-260882,349920
2002-08-06,2755.0,2655.0,15831888.0,,-263900,614310,-351720
2002-08-07,2710.0,2705.0,8546265.0,,152780,-102900,120
2002-08-08,2725.0,2775.0,15383914.0,,605430,-658780,18140
2002-08-09,2820.0,2715.0,7048960.0,,29030,-28750,550
2002-08-12,2800.0,2835.0,12167391.0,,5840,-19980,-700
2002-08-13,2830.0,2755.0,6762237.0,,-39410,59410,0
2002-08-14,2750.0,2685.0,5866829.0,,-286050,275120,30
2002-08-16,2730.0,2650.0,4362042.0,,65050,-86880,23360
2002-08-19,2650.0,2665.0,3282527.0,,72590,-86330,1000
2002-08-20,2700.0,2730.0,6443559.0,,-311740,276070,-17940
2002-08-21,2760.0,2790.0,6993160.0,,230170,-173530,-10300
2002-08-22,2810.0,2735.0,4346538.0,,305180,-311580,2630
2002-08-23,2750.0,2820.0,5028053.0,,-196710,229090,-35150
2002-08-26,2835.0,2870.0,12156629.0,,122520,-110480,4200
2002-08-27,2890.0,2825.0,4831999.0,,480953,-544033,850
2002-08-28,2850.0,2960.0,10946785.0,,-192640,303010,9070
2002-08-29,2990.0,2960.0,12625102.0,,2593660,-2641790,35130
2002-08-30,3000.0,3120.0,37160127.0,,4472490,-4447520,17140
2002-09-02,3150.0,3195.0,40148875.0,,5399751,-4728871,-131190
2002-09-03,3200.0,3040.0,14733355.0,,472170,-507720,2000
2002-09-04,2960.0,3045.0,14755958.0,,912030,-911970,16620
2002-09-05,3050.0,3000.0,14484671.0,,1104680,-853670,5760
2002-09-06,2950.0,2940.0,12776533.0,,95210,-159690,16710
2002-09-09,2910.0,2600.0,10177580.0,,33580,-5920,22340
2002-09-10,2615.0,2645.0,9380816.0,,-64772,155272,50
2002-09-11,2660.0,2630.0,5370840.0,,-135560,143730,-3150
2002-09-12,2630.0,2745.0,9512656.0,,-495720,192610,240590
2002-09-13,2675.0,2660.0,3701979.0,,306240,-298820,-11200
2002-09-16,2750.0,2710.0,6113231.0,,241870,-188970,11800
2002-09-17,2750.0,2750.0,6156768.0,,7570,45670,12380
2002-09-18,2710.0,2640.0,5930241.0,,567281,-564240,16809
2002-09-19,2640.0,2610.0,4283347.0,,71890,5810,-57690
2002-09-23,2570.0,2510.0,6352177.0,,-37400,-32450,-3150
2002-09-24,2510.0,2430.0,5057315.0,,-5600,91930,-102080
2002-09-25,2415.0,2380.0,4712077.0,,-308390,149890,228120
2002-09-26,2410.0,2350.0,4662806.0,,-96940,20180,45640
2002-09-27,2335.0,2400.0,7769735.0,,-336790,-173190,516900
2002-09-30,2350.0,2180.0,6515361.0,,-41280,-83620,34200
2002-10-01,2035.0,2200.0,3923696.0,,-274600,270470,15650
2002-10-02,2295.0,2170.0,3818236.0,,88910,-4250,-7800
2002-10-04,2135.0,2155.0,2360767.0,,-155800,159340,-11490
2002-10-07,2140.0,1975.0,4637605.0,,818624,-329064,-479960
2002-10-08,1955.0,1960.0,4265964.0,,-218420,482590,-329170
2002-10-09,1980.0,1850.0,4304134.0,,-132080,-13930,3500
2002-10-10,1785.0,1700.0,5339125.0,,423090,-735480,323650
2002-10-11,1775.0,1675.0,4820326.0,,641740,-590620,30400
2002-10-14,1680.0,1730.0,4925834.0,,238290,-210660,-3620
2002-10-15,1750.0,1835.0,8936989.0,,438603,-381083,-37520
2002-10-16,1885.0,1810.0,7146387.0,,534761,-348840,-187300
2002-10-17,1805.0,1860.0,6695774.0,,49480,-157920,1000
2002-10-18,1925.0,2000.0,12629182.0,,72400,-209540,269480
2002-10-21,1975.0,1900.0,6076479.0,,12730,-35600,5870
2002-10-22,1980.0,1930.0,5979457.0,,360100,-345160,-18000
2002-10-23,1940.0,2035.0,12157002.0,,-168340,212670,-59230
2002-10-24,2060.0,2000.0,5590260.0,,469880,-789460,25250
2002-10-25,1955.0,1980.0,5337524.0,,100410,-6960,-82000
2002-10-28,2000.0,2005.0,5628705.0,,558770,-174630,-112800
2002-10-29,1995.0,1980.0,6053354.0,,26650,54910,-83500
2002-10-30,1980.0,1900.0,4469497.0,,-27040,-20260,0
2002-10-31,1905.0,1865.0,4573950.0,,-413370,29170,4200
2002-11-01,1840.0,1820.0,2708607.0,,54050,-109720,-145900
2002-11-04,1835.0,1870.0,3706366.0,,227400,521410,-3000
2002-11-05,1860.0,1835.0,2987024.0,,261400,-318990,2000
2002-11-06,1850.0,1860.0,2567410.0,,-475070,345520,100000
2002-11-07,1860.0,1860.0,4788479.0,,148560,-192230,-1240
2002-11-08,1865.0,1900.0,5527080.0,,294592,-275872,490
2002-11-11,1920.0,1900.0,8536780.0,,113520,-120670,2140
2002-11-12,1870.0,1850.0,3549752.0,,-112710,77260,-27790
2002-11-13,1845.0,1810.0,3321065.0,,-273730,-233010,-109740
2002-11-14,1805.0,1805.0,2363432.0,,-57300,-57140,137850
2002-11-15,1845.0,1825.0,3567989.0,,127536,193664,-41160
2002-11-18,1805.0,1800.0,2208157.0,,-444970,-6660,-6800
2002-11-19,1780.0,1795.0,1974652.0,,-180220,210590,-2130
2002-11-20,1795.0,1805.0,2156508.0,,-22940,415120,0
2002-11-21,1825.0,1830.0,3074259.0,,-84090,619840,-400
2002-11-22,1850.0,1810.0,2829097.0,,-158620,93720,-1760
2002-11-25,1815.0,1835.0,3573594.0,,-243052,381912,56850
2002-11-26,1855.0,2000.0,19689254.0,,234331,152059,-58520
2002-11-27,2000.0,2035.0,9888870.0,,543807,-558697,22880
2002-11-28,2095.0,1975.0,9580628.0,,1935836,-1663076,89880
2002-11-29,1975.0,1905.0,9970767.0,,4494760,-4729990,64910
2002-12-02,1910.0,1945.0,6456990.0,,252720,-117420,-115300
2002-12-03,1950.0,2000.0,8181720.0,,-124890,113180,30550
2002-12-04,1960.0,1920.0,4949074.0,,100100,41760,-143550
2002-12-05,1910.0,1920.0,3333866.0,,-376470,390300,-31230
2002-12-06,1910.0,1930.0,3379105.0,,299512,-298102,-6960
2002-12-09,1960.0,2025.0,14069284.0,,74090,-148220,110580
2002-12-10,2005.0,2055.0,7534119.0,,-182553,-100707,284620
2002-12-11,2090.0,1980.0,7198550.0,,463290,-416440,-82670
2002-12-12,1960.0,1995.0,4909778.0,,-457838,398678,58120
2002-12-13,1965.0,1940.0,4259987.0,,678190,-607460,-30030
2002-12-16,1910.0,1895.0,3575795.0,,263230,-181230,-560
2002-12-17,1920.0,1935.0,2983915.0,,-237140,160120,5000
2002-12-18,1925.0,2030.0,10779030.0,,-287970,-34150,-10400
2002-12-20,2095.0,1975.0,14691554.0,,-501540,276740,141070
2002-12-23,1990.0,1880.0,5249860.0,,-460850,334890,15200
2002-12-24,1850.0,1795.0,4414726.0,,-95937,104497,-7630
2002-12-26,1750.0,1710.0,4735365.0,,454120,30360,8470
2002-12-27,1665.0,1700.0,2730200.0,,191800,-201620,-41590
2002-12-30,1655.0,1605.0,4346612.0,,363470,130950,-286330
2003-01-02,1610.0,1675.0,3715360.0,,558720,-377420,-17060
2003-01-03,1720.0,1740.0,4627712.0,,-93130,-179460,296500
2003-01-06,1770.0,1740.0,2494991.0,,-130702,51730,5200
2003-01-07,1770.0,1695.0,3201810.0,,59030,-121760,37030
2003-01-08,1680.0,1735.0,4436456.0,,325680,-244570,-48810
2003-01-09,1715.0,1640.0,3486862.0,,724901,-567121,-209880
2003-01-10,1675.0,1605.0,4572132.0,,-47290,-33540,8090
2003-01-13,1605.0,1690.0,5491323.0,,-148290,315510,-22810
2003-01-14,1700.0,1690.0,3628549.0,,161090,-30780,-126320
2003-01-15,1720.0,1685.0,4327715.0,,305330,-314800,81430
2003-01-16,1660.0,1670.0,2802516.0,,-89970,193460,-68800
2003-01-17,1645.0,1635.0,2259855.0,,-22640,-81610,-23520
2003-01-20,1595.0,1625.0,1683879.0,,111700,23220,-36810
2003-01-21,1605.0,1625.0,1784866.0,,87540,-108800,-34400
2003-01-22,1600.0,1575.0,2313586.0,,287857,-173177,-29360
2003-01-23,1560.0,1580.0,2059515.0,,-680714,582700,22320
2003-01-24,1585.0,1510.0,2533005.0,,-236930,-4235,11760
2003-01-27,1450.0,1435.0,2277032.0,,264800,-354790,9990
2003-01-28,1425.0,1435.0,2018216.0,,354010,-62970,2000
2003-01-29,1445.0,1360.0,2721670.0,,329380,-257880,-20400
2003-01-30,1360.0,1370.0,1852687.0,,-55950,-4430,29980
2003-02-03,1360.0,1400.0,2395165.0,,-236650,240440,-17860
2003-02-04,1400.0,1405.0,2974323.0,,310940,-261750,-34020
2003-02-05,1390.0,1405.0,1908930.0,,-168560,188600,190
2003-02-06,1410.0,1395.0,4633510.0,,836330,-835630,-2970
2003-02-07,1405.0,1300.0,6650524.0,,1570970,-1875300,73750
2003-02-10,1280.0,1245.0,4833685.0,,155650,169530,-540320
2003-02-11,1250.0,1200.0,5833890.0,,1028250,-294680,-598840
2003-02-12,1170.0,1195.0,4318694.0,,-233660,-8290,-126290
2003-02-13,1230.0,1325.0,18782631.0,,207910,56020,-40740
2003-02-14,1350.0,1305.0,7288412.0,,11660,-5000,-430
2003-02-17,1370.0,1390.0,7835974.0,,-318414,168124,40290
2003-02-18,1370.0,1345.0,4578760.0,,-78330,116490,10120
2003-02-19,1375.0,1300.0,5941665.0,,745045,-1089006,-16039
2003-02-20,1300.0,1300.0,3103940.0,,294450,-385960,6520
2003-02-21,1290.0,1300.0,2706267.0,,645870,-642900,-1250
2003-02-24,1345.0,1420.0,19377212.0,,-138750,-12000,18560
2003-02-25,1400.0,1430.0,13093334.0,,551730,-572910,-7820
2003-02-26,1470.0,1435.0,9695538.0,,485340,-487550,2210
2003-02-27,1410.0,1360.0,5858080.0,,646110,-637970,-850
2003-02-28,1355.0,1300.0,4661670.0,,606780,-604440,-2340
2003-03-03,1285.0,1325.0,4123325.0,,315620,-334600,6530
2003-03-04,1300.0,1290.0,3508260.0,,454980,-704350,-200
2003-03-05,1250.0,1220.0,4190110.0,,443240,-447590,-8430
2003-03-06,1225.0,1200.0,3652285.0,,376520,-469090,1270
2003-03-07,1160.0,1165.0,3408931.0,,242170,-260190,18300
2003-03-10,1165.0,1110.0,3209861.0,,303450,-324400,3950
2003-03-11,1080.0,1105.0,3092230.0,,-219470,119340,-1610
2003-03-12,1100.0,1160.0,4048042.0,,-163700,291080,-132480
2003-03-13,1160.0,1160.0,3299677.0,,-103350,204280,-78440
2003-03-14,1240.0,1210.0,4146048.0,,188013,-183503,-4510
2003-03-17,1170.0,1105.0,3634091.0,,-119640,117780,1860
2003-03-18,1180.0,1230.0,6507494.0,,-164160,99600,24900
2003-03-19,1230.0,1410.0,17812302.0,,559455,-136505,-63690
2003-03-20,1540.0,1620.0,21774710.0,,3223910,-1713170,833600
2003-03-21,1780.0,1785.0,61983106.0,,10842412,-7843432,-406180
2003-03-24,1820.0,2050.0,70567181.0,,6789012,-4117912,-197940
2003-03-25,1960.0,1835.0,118820222.0,,2589820,-1992190,22200
2003-03-26,1975.0,1950.0,76494216.0,,600646,-996796,17200
2003-03-27,1950.0,1875.0,38127427.0,,1090790,-709020,-13670
2003-03-28,1855.0,1840.0,50015570.0,,388770,-456410,15640
2003-03-31,1760.0,1660.0,40448166.0,,184720,-39280,-52160
2003-04-01,1660.0,1905.0,62958231.0,,1108660,-84400,-50070
2003-04-02,1990.0,2000.0,134923199.0,,2972820,-1855170,119450
2003-04-03,2175.0,2040.0,81516114.0,,416717,-366207,-3720
2003-04-04,2015.0,2200.0,106163156.0,,-1229396,-777294,893200
2003-04-07,2370.0,2530.0,37262889.0,,2479730,-1172830,4380
2003-04-08,2660.0,2905.0,140945650.0,,2772015,-1916725,-120140
2003-04-09,2950.0,2980.0,126786947.0,,5403710,-4879260,7880
2003-04-10,3020.0,2900.0,138440899.0,,2929512,-2778212,346880
2003-04-11,3000.0,3015.0,151470852.0,,5381490,-5587480,39830
2003-04-14,2955.0,2835.0,90682828.0,,-223000,186580,54910
2003-04-15,2905.0,2700.0,71031581.0,,2478848,-410048,23310
2003-04-16,2790.0,3105.0,127250468.0,,881468,-354058,-89530
2003-04-17,3220.0,3135.0,141856859.0,,2172750,-1472310,11480
2003-04-18,3140.0,3000.0,117128749.0,,7364410,-7310370,56890
2003-04-21,2945.0,2790.0,66644464.0,,5751933,-6904513,40800
2003-04-22,2750.0,2950.0,147993321.0,,5836338,-7207268,-20830
2003-04-23,2970.0,2730.0,103156998.0,,6179338,-7832248,41240
2003-04-24,2760.0,2565.0,69601855.0,,7714919,-4212659,-890770
2003-04-25,2505.0,2200.0,87691922.0,,3721570,-4427804,177540
2003-04-28,2120.0,2290.0,108738191.0,,2490370,-366110,332290
2003-04-29,2430.0,2385.0,78254038.0,,4211846,-5991586,1827470
2003-04-30,2390.0,2330.0,53873449.0,,194544,125046,149810
2003-05-02,2415.0,2390.0,44590143.0,,712320,-385510,-281440
2003-05-06,2450.0,2480.0,78316949.0,,-163009,-141460,231139
2003-05-07,2540.0,2510.0,48060091.0,,-2243900,-15660,294270
2003-05-09,2605.0,2830.0,130364184.0,,656890,-286430,135340
2003-05-12,2980.0,2930.0,68140722.0,,497400,155940,-381640
2003-05-13,2930.0,2705.0,65283418.0,,-702620,-233580,95070
2003-05-14,2710.0,2955.0,63825568.0,,1120,-406130,-96490
2003-05-15,2955.0,2865.0,121116929.0,,992750,14430,43630
2003-05-16,2950.0,2815.0,57382841.0,,1652433,-361483,28330
2003-05-19,2800.0,2610.0,45221560.0,,1104140,-648600,-496470
